Country,InternationalCode,Label,RecordCount,Phone,Fax,Mobile,Contact,Email,Website,NationalID,GeoLevel,AdminContact,CorporateLinkage,Address
Turkey,4952,Sewerage systems,47,40,25,0,40,10,19,39,47,40,8,46
Turkey,4953,Refuse systems,3359,970,268,164,1127,76,240,3357,3359,3264,94,3356
Turkey,4959,"Sanitary services, nec",47,36,17,2,37,4,10,46,47,28,4,47
Turkey,4961,Steam and air-conditioning supply,48,40,11,1,41,4,12,48,48,46,3,48
Turkey,4971,Irrigation systems,32,28,22,3,29,8,17,26,32,25,6,32
Turkey,5012,Automobiles and other motor vehicles,63712,13842,1883,2904,16354,938,4734,63626,63700,60428,963,63638
Turkey,5013,Motor vehicle supplies and new parts,9767,5885,2975,466,6275,535,1817,9714,9740,8536,547,9714
Turkey,5014,Tires and tubes,4168,2553,1228,125,2616,176,675,4164,4167,3987,99,4167
Turkey,5015,"Motor vehicle parts, used",557,425,220,56,472,77,198,525,554,552,43,554
Turkey,5021,Furniture,8853,4827,1938,308,5057,340,1328,8729,8846,8277,230,8838
Turkey,5023,Homefurnishings,16627,12832,6297,477,13155,592,2415,16604,16605,15340,773,16597
Turkey,5031,"Lumber, plywood, and millwork",3265,1605,745,176,1758,141,511,3229,3254,2918,111,3252
Turkey,5032,"Brick, stone, and related material",3008,2432,1277,141,2553,152,496,2987,3003,2814,212,3000
Turkey,5033,"Roofing, siding, and insulation",799,683,468,25,698,96,276,799,797,785,36,796
Turkey,5039,"Construction materials, nec",4481,3824,2470,284,4062,354,1258,4409,4467,4194,327,4458
Turkey,5043,Photographic equipment and supplies,598,471,227,21,481,49,171,597,595,567,15,592
Turkey,5044,Office equipment,1026,710,314,43,746,67,238,1005,1022,892,71,1021
Turkey,5045,"Computers, peripherals, and software",10756,7004,3504,937,7817,720,2507,10640,10722,9707,521,10709
Turkey,5046,"Commercial equipment, nec",216,191,142,20,206,33,104,213,216,215,15,216
Turkey,5047,Medical and hospital equipment,5611,4107,2495,272,4314,474,1310,5581,5565,5331,395,5552
Turkey,5048,Ophthalmic goods,95,70,57,8,74,8,34,95,90,82,39,90
Turkey,5049,"Professional equipment, nec",1473,956,370,49,992,65,282,1462,1471,1273,105,1469
Turkey,5051,Metals service centers and offices,10797,8196,4263,301,8437,640,1907,10689,10769,10079,413,10749
Turkey,5052,Coal and other minerals and ores,1356,1003,448,59,1050,57,198,1348,1353,1227,92,1350
Turkey,5063,Electrical apparatus and equipment,10197,8393,5107,371,8602,903,2930,10155,10180,9920,422,10171
Turkey,5064,"Electrical appliances, television and radio",6798,5333,2594,153,5401,457,1418,6790,6779,6290,339,6774
Turkey,5065,"Electronic parts and equipment, nec",18891,7510,2279,919,8238,736,2831,18714,18878,17594,654,18846
Turkey,5072,Hardware,9972,6893,3274,278,7083,505,1808,9478,9958,9310,201,9951
Turkey,5074,Plumbing and hydronic heating supplies,4377,3271,1685,121,3366,264,952,4372,4372,4153,133,4369
Turkey,5075,Warm air heating and air conditioning,4050,2890,1474,104,2967,199,766,4042,4041,3803,121,4038
Turkey,5078,Refrigeration equipment and supplies,80,74,63,2,76,14,31,78,80,80,8,80
Turkey,5082,Construction and mining machinery,544,449,291,31,473,62,193,541,535,532,63,532
Turkey,5083,Farm and garden machinery,968,789,513,75,857,95,293,963,962,900,91,962
Turkey,5084,Industrial machinery and equipment,14183,9329,5185,414,9669,1054,3082,14097,14119,13326,578,14094
Turkey,5085,Industrial supplies,4529,3074,1899,113,3168,272,797,4506,4512,4398,202,4502
Turkey,5087,Service establishment equipment,2320,1028,479,70,1088,67,257,2318,2315,2240,72,2312
Turkey,5088,Transportation equipment and supplies,365,283,181,13,294,55,119,357,359,343,51,358
Turkey,5091,Sporting and recreation goods,924,522,279,31,544,82,256,916,914,857,85,911
Turkey,5092,Toys and hobby goods and supplies,631,369,179,31,396,30,110,630,627,575,78,625
Turkey,5093,Scrap and waste materials,657,501,236,43,540,36,100,656,657,585,36,657
Turkey,5094,Jewelry and precious stones,3902,3334,1264,81,3375,128,744,3887,3897,3600,298,3893
Turkey,5099,"Durable goods, nec",144926,73315,16852,5690,77909,3979,15443,143791,144871,119390,4641,144703
Turkey,5111,Printing and writing paper,1356,1093,562,32,1120,57,213,1352,1352,1265,49,1345
Turkey,5112,Stationery and office supplies,6548,4678,2334,160,4794,299,1205,6535,6536,6070,178,6530
Turkey,5113,Industrial and personal service paper,1469,1085,555,45,1123,68,247,1466,1467,1417,63,1467
Turkey,5122,"Drugs, proprietaries, and sundries",10958,5673,2230,406,6015,437,1587,10886,10936,9887,791,10927
Turkey,5131,Piece goods and notions,4778,3980,2305,156,4092,275,986,4770,4742,4282,293,4713
Turkey,5136,Men's and boy's clothing,15394,11360,5269,319,11595,394,1840,14919,15380,14434,757,15370
Turkey,5137,Women's and children's clothing,12805,10561,5273,239,10728,374,1739,12216,12799,12307,758,12794
Turkey,5139,Footwear,2883,1778,756,88,1849,101,425,2878,2873,2623,258,2873
Turkey,5141,"Groceries, general line",155261,42531,6554,6018,47904,1961,8731,155147,155257,143487,2931,154972
Turkey,5142,Packaged frozen goods,743,526,199,71,592,22,92,741,741,546,77,734
Turkey,5143,"Dairy products, except dried or canned",1187,968,399,78,1040,38,150,1185,1186,1043,135,1185
Turkey,5144,Poultry and poultry products,208,171,94,10,181,8,25,208,208,181,20,208
Turkey,5145,Confectionery,547,348,163,38,380,34,108,547,545,509,53,545
Turkey,5146,Fish and seafoods,2112,927,335,98,1021,40,149,2109,2109,1843,85,2100
Turkey,5147,Meats and meat products,13334,1802,407,439,2217,167,739,13332,13329,13114,146,13323
Turkey,5148,Fresh fruits and vegetables,3481,2434,1002,378,2790,74,307,3383,3475,2769,280,3467
Turkey,5149,"Groceries and related products, nec",12796,9287,4213,869,10060,530,2031,12638,12749,12043,1245,12745
Turkey,5153,Grain and field beans,1545,1036,440,120,1147,47,152,1532,1542,1029,134,1540
Turkey,5154,Livestock,596,471,229,35,504,20,76,500,592,530,15,591
Turkey,5159,"Farm-product raw materials, nec",853,703,399,47,746,48,151,755,849,814,57,848
Turkey,5162,Plastics materials and basic shapes,5351,3895,1873,127,4000,225,745,5320,5346,4686,126,5340
Turkey,5169,"Chemicals and allied products, nec",15991,9487,4933,524,9961,650,2164,15918,15956,15177,776,15939
Turkey,5171,Petroleum bulk stations and terminals,28526,8940,1451,1386,10196,403,1641,28514,28526,25236,983,28421
Turkey,5172,"Petroleum products, nec",6186,4337,1799,299,4587,245,797,6172,6178,5216,704,6169
Turkey,5181,Beer and ale,240,172,115,12,184,12,55,240,239,229,56,239
Turkey,5182,Wine and distilled beverages,1832,1453,681,45,1488,47,206,1831,1831,1676,99,1829
Turkey,5191,Farm supplies,3192,2505,1534,282,2765,148,550,3057,3182,2944,343,3180
Turkey,5192,"Books, periodicals, and newspapers",3826,3003,1540,44,3031,143,647,3816,3823,3693,78,3822
Turkey,5193,Flowers and florists supplies,538,433,236,23,448,25,133,538,534,522,7,533
Turkey,5194,Tobacco and tobacco products,2016,1593,529,150,1731,52,232,2015,2014,1740,357,2014
Turkey,5198,"Paints, varnishes, and supplies",2192,1514,714,104,1604,97,437,2188,2187,1914,118,2182
Turkey,5199,"Nondurable goods, nec",40943,18531,5362,1764,20004,1035,4063,40664,40914,35962,1256,40861
Turkey,5211,Lumber and other building materials,11814,4259,1258,523,4697,262,1064,11229,11812,10631,248,11789
Turkey,5231,"Paint, glass, and wallpaper stores",1142,453,151,53,496,25,126,1136,1142,1027,22,1142
Turkey,5251,Hardware stores,1211,1031,423,63,1082,100,373,1208,1211,959,100,1209
Turkey,5261,Retail nurseries and garden stores,893,581,237,118,688,16,77,885,893,750,32,893
Turkey,5271,Mobile home dealers,30,24,10,2,25,2,7,30,30,18,7,30
Turkey,5311,Department stores,8,4,4,3,7,0,1,8,8,7,0,8
Turkey,5331,Variety stores,219,149,24,4,153,6,41,219,219,203,36,218
Turkey,5399,Miscellaneous general merchandise,449,172,39,17,185,10,44,449,448,368,26,445
Turkey,5411,Grocery stores,11222,5973,1567,869,6490,867,2699,10989,11220,8547,3836,11197
Turkey,5421,Meat and fish markets,913,566,235,49,609,31,145,712,913,736,37,912
Turkey,5431,Fruit and vegetable markets,886,668,265,48,709,23,102,684,886,801,96,886
Turkey,5441,"Candy, nut, and confectionery stores",1927,721,218,51,765,53,231,1725,1926,1805,44,1925
Turkey,5451,Dairy products stores,798,488,98,47,534,9,52,798,798,641,91,795
Turkey,5461,Retail bakeries,1363,748,271,85,821,44,186,1160,1363,1310,72,1363
Turkey,5499,Miscellaneous food stores,3468,1579,567,159,1717,116,908,3054,3468,3197,848,3464
Turkey,5511,New and used car dealers,1571,1354,1013,96,1420,202,735,1278,1567,1516,357,1570
Turkey,5521,Used car dealers,81,73,54,6,77,7,35,81,81,80,12,81
Turkey,5531,Auto and home supply stores,1844,1609,962,116,1683,272,839,1816,1844,1652,124,1842
Turkey,5541,Gasoline service stations,5755,4296,2446,751,4980,467,1427,5750,5754,5174,1012,5748
Turkey,5551,Boat dealers,24,22,16,2,24,7,17,23,24,24,3,24
Turkey,5561,Recreational vehicle dealers,142,103,33,23,124,16,48,142,142,142,4,142
Turkey,5571,Motorcycle dealers,1013,762,294,58,808,46,191,1013,1013,850,59,1007
Turkey,5599,"Automotive dealers, nec",418,306,159,37,335,37,137,417,418,366,78,418
Turkey,5611,Men's and boys' clothing stores,18049,5722,1198,656,6259,363,1570,17730,18046,16215,1005,18036
Turkey,5621,Women's clothing stores,1682,1267,602,104,1349,121,462,1519,1682,1433,563,1681
Turkey,5632,Women's accessory and specialty stores,444,358,196,19,370,19,146,281,444,408,143,444
Turkey,5641,Children's and infants' wear stores,291,248,162,12,256,20,80,129,291,285,52,291
Turkey,5651,Family clothing stores,574,476,203,27,496,11,80,412,574,439,67,572
Turkey,5661,Shoe stores,644,513,197,30,536,87,216,644,644,526,181,643
Turkey,5699,Miscellaneous apparel and accessory stores,1160,665,392,28,687,54,214,767,1159,1092,212,1160
Turkey,5712,Furniture stores,1553,1212,532,100,1283,141,458,1437,1553,1098,163,1546
Turkey,5713,Floor covering stores,611,557,198,24,571,30,140,598,610,490,87,610
Turkey,5714,Drapery and upholstery stores,696,407,71,17,421,22,63,696,696,304,93,696
Turkey,5719,Miscellaneous homefurnishings,2028,1802,709,88,1864,136,444,1895,2028,1753,375,2028
Turkey,5722,Household appliance stores,2854,2306,1162,180,2425,422,1295,2829,2853,2412,549,2851
Turkey,5731,"Radio, television, and electronic stores",1024,910,634,67,949,146,426,537,1022,933,176,1023
Turkey,5734,Computer and software stores,1393,1235,692,83,1285,87,619,1336,1393,1156,412,1391
Turkey,5735,Record and prerecorded tape stores,27,19,11,0,19,0,10,27,27,24,14,27
Turkey,5736,Musical instrument stores,341,295,102,13,303,49,106,332,341,199,57,341
Turkey,5812,Eating places,22797,11569,3573,1437,12831,1107,3293,22766,22795,21410,1350,22773
Turkey,5813,Drinking places,4872,3986,1655,47,4013,211,635,4871,4872,4691,95,4872
Turkey,5912,Drug stores and proprietary stores,316,232,65,19,245,3,31,315,316,201,18,316
Turkey,5921,Liquor stores,63,52,18,4,55,2,7,62,63,42,4,63
Turkey,5932,Used merchandise stores,65,40,20,11,50,4,15,65,65,54,4,65
Turkey,5941,Sporting goods and bicycle shops,282,215,99,11,223,29,102,266,282,223,66,281
Turkey,5942,Book stores,165,131,79,12,139,13,72,165,165,146,57,165
Turkey,5943,Stationery stores,790,638,306,33,661,46,190,711,790,587,80,790
Turkey,5944,Jewelry stores,1483,1249,270,85,1309,46,253,1464,1483,1107,224,1480
Turkey,5945,"Hobby, toy, and game shops",929,764,222,37,791,47,154,928,929,718,220,929
Turkey,5946,Camera and photographic supply stores,551,431,115,25,453,30,101,550,551,348,51,548
Turkey,5947,"Gift, novelty, and souvenir shop",794,661,344,15,673,36,137,794,793,764,55,793
Turkey,5948,Luggage and leather goods stores,439,374,82,6,380,47,74,438,439,313,162,437
Turkey,5949,"Sewing, needlework, and piece goods",273,211,70,14,222,6,40,273,273,164,36,270
Turkey,5961,Catalog and mail-order houses,386,223,86,70,288,20,92,385,386,355,12,386
Turkey,5962,Merchandising machine operators,62,43,19,8,50,3,16,62,62,61,2,62
Turkey,5963,Direct selling establishments,155,101,40,13,112,7,35,149,155,146,13,155
Turkey,5983,Fuel oil dealers,122,76,38,33,107,14,34,122,122,109,16,122
Turkey,5984,Liquefied petroleum gas dealers,585,491,132,34,516,32,82,583,585,482,101,585
Turkey,5989,"Fuel dealers, nec",65,51,27,9,59,2,6,64,65,61,13,65
Turkey,5992,Florists,133,100,20,15,112,7,21,132,133,77,9,133
Turkey,5993,Tobacco stores and stands,2788,1369,232,86,1443,30,617,2788,2788,2451,932,2788
Turkey,5994,News dealers and newsstands,65,52,13,1,53,1,14,65,65,37,5,62
Turkey,5995,Optical goods stores,472,366,107,31,391,21,97,454,472,293,72,470
Turkey,5999,"Miscellaneous retail stores, nec",172187,47581,9087,9774,56354,4523,16066,167403,172159,158509,5912,172006
Turkey,6011,Federal reserve banks,3,3,3,0,3,1,3,3,3,3,2,3
Turkey,6019,"Central reserve depository, nec",1,1,1,0,1,0,0,1,1,1,0,1
Turkey,6021,National commercial banks,197,168,65,8,174,28,77,194,197,105,101,197
Turkey,6022,State commercial banks,801,685,356,7,687,92,213,801,801,746,139,801
Turkey,6029,"Commercial banks, nec",6470,5078,2895,95,5121,1517,3910,6366,6468,4293,5506,6466
Turkey,6036,"Savings institutions, except federal",1,1,1,0,1,1,1,1,1,1,1,1
Turkey,6081,Foreign bank and branches and agencies,3,3,2,0,3,1,2,0,3,2,2,3
Turkey,6082,Foreign trade and international banks,2,2,2,0,2,0,1,1,2,2,1,2
Turkey,6091,Nondeposit trust facilities,1,1,1,0,1,1,1,1,1,1,1,1
Turkey,6099,Functions related to deposit banking,976,707,296,39,736,109,328,971,975,869,335,974
Turkey,6111,Federal and federally sponsored credit agencies,3,3,3,0,3,1,3,3,3,3,2,3
Turkey,6141,Personal credit institutions,34,33,15,1,33,4,18,26,34,25,11,34
Turkey,6153,"Short-term business credit institutions, except agricultural",298,191,128,2,193,61,161,295,298,288,222,298
Turkey,6159,Miscellaneous business credit institutions,182,116,80,3,119,19,50,176,181,167,94,180
Turkey,6162,Mortgage bankers and loan correspondents,4,4,3,0,4,0,0,4,4,3,4,4
Turkey,6163,Loan brokers,814,694,464,18,702,191,583,814,814,343,738,814
Turkey,6211,Security brokers and dealers,3026,2120,705,164,2210,279,790,3006,3025,2134,239,3023
Turkey,6221,"Commodity contracts brokers, dealers",31,23,11,0,23,2,9,28,30,23,9,29
Turkey,6231,Security and commodity exchanges,209,183,113,2,184,56,113,181,207,160,113,206
Turkey,6282,Investment advice,83,73,38,4,76,9,31,75,80,53,20,78
Turkey,6289,Security and commodity service,7,7,5,0,7,2,4,7,7,7,1,7
Turkey,6311,Life insurance,3357,2878,1572,62,2902,257,832,3356,3356,3031,203,3355
Turkey,6321,Accident and health insurance,3295,2841,1566,55,2861,251,812,3294,3295,2988,205,3295
Turkey,6324,Hospital and medical service plans,20,19,7,0,19,2,15,5,20,5,3,20
Turkey,6331,"Fire, marine, and casualty insurance",2957,2531,1430,40,2544,210,705,2957,2957,2680,129,2957
Turkey,6351,Surety insurance,8,7,7,0,7,2,5,8,8,7,5,8
Turkey,6361,Title insurance,1,1,1,0,1,1,1,1,1,1,0,1
Turkey,6371,"Pension, health, and welfare funds",12,11,8,0,11,1,5,9,12,9,2,12
Turkey,6399,"Insurance carriers, nec",187,144,34,15,154,18,49,186,187,140,17,185
Turkey,6411,"Insurance agents, brokers, and service",15254,9838,3481,872,10364,1344,4265,15175,15249,13259,968,15233
Turkey,6512,Nonresidential building operators,190,173,113,7,179,49,91,189,190,181,71,190
Turkey,6513,Apartment building operators,18,15,11,1,15,4,6,16,18,13,4,18
Turkey,6514,"Dwelling operators, except apartments",1,1,0,0,1,0,0,1,1,0,0,1
Turkey,6515,Mobile home site operators,1,1,0,0,1,0,1,0,1,0,0,1
Turkey,6519,"Real property lessors, nec",142,100,35,4,102,7,25,141,142,128,11,142
Turkey,6531,Real estate agents and managers,39476,9819,1710,2065,11534,707,3926,39462,39474,38052,664,39449
Turkey,6541,Title abstract offices,1,1,0,0,1,0,0,1,1,1,0,1
Turkey,6552,"Subdividers and developers, nec",94,55,16,0,55,0,9,93,94,77,0,93
Turkey,6712,Bank holding companies,3,3,2,0,3,0,2,3,3,3,2,3
Turkey,6719,"Holding companies, nec",1478,943,596,19,958,205,495,1455,1466,1376,697,1462
Turkey,6722,"Management investment, open-end",45,43,10,1,44,5,30,22,45,23,17,45
Turkey,6726,"Investment offices, nec",93,89,51,0,89,16,65,28,93,26,16,92
Turkey,6732,"Trusts: educational, religious, etc.",9,7,4,2,9,2,4,6,9,8,0,9
Turkey,6733,"Trusts, nec",7,5,3,0,5,1,3,4,7,7,5,7
Turkey,6794,Patent owners and lessors,154,110,45,7,114,15,46,147,154,146,10,154
Turkey,6798,Real estate investment trusts,53,50,37,2,51,14,24,52,52,52,28,52
Turkey,6799,"Investors, nec",50,46,32,1,47,8,20,41,50,39,20,50
Turkey,7011,Hotels and motels,16083,9641,3767,579,10135,1204,2732,16024,16080,14986,1441,16060
Turkey,7021,Rooming and boarding houses,190,157,56,17,173,11,45,186,190,142,45,188
Turkey,7032,Sporting and recreational camps,340,299,41,29,323,5,18,337,340,285,39,339
Turkey,7033,Trailer parks and campsites,13,7,2,2,8,0,2,13,13,11,1,12
Turkey,7041,Membership-basis organization hotels,32,25,11,3,28,4,13,32,32,32,1,32
Turkey,7211,"Power laundries, family and commercial",63,48,15,2,49,5,9,63,63,57,1,63
Turkey,7212,Garment pressing and cleaners' agents,38,32,17,3,34,4,10,37,38,35,7,38
Turkey,7215,Coin-operated laundries and cleaning,11,8,7,3,11,1,5,10,11,11,2,11
Turkey,7216,"Drycleaning plants, except rugs",28,19,8,0,19,2,7,27,28,27,0,28
Turkey,7217,Carpet and upholstery cleaning,39,25,13,3,28,2,8,38,39,33,4,39
Turkey,7218,Industrial launderers,10,9,7,0,9,1,3,10,9,10,1,9
Turkey,7219,"Laundry and garment services, nec",843,578,241,26,600,26,122,843,843,808,10,843
Turkey,7221,"Photographic studios, portrait",52,42,17,9,49,4,16,52,52,43,3,52
Turkey,7231,Beauty shops,4326,1155,119,302,1405,65,598,4321,4326,4183,45,4324
Turkey,7241,Barber shops,6,4,2,2,5,0,1,6,6,5,0,6
Turkey,7251,Shoe repair and shoeshine parlors,3,2,1,1,3,0,0,3,3,3,0,3
Turkey,7261,Funeral service and crematories,21,15,4,1,16,0,2,20,21,16,2,21
Turkey,7291,Tax return preparation services,32,27,6,1,27,1,3,32,32,24,0,32
Turkey,7299,Miscellaneous personal service,2862,948,197,109,1040,87,341,2829,2862,2565,64,2845
Turkey,7311,Advertising agencies,11991,5665,1510,549,6113,393,1761,11852,11988,11047,307,11976
Turkey,7312,Outdoor advertising services,93,84,62,7,90,10,37,93,93,89,21,93
Turkey,7313,"Radio, television, publisher representatives",565,361,158,30,387,31,125,552,565,524,56,565
Turkey,7319,"Advertising, nec",184,140,95,20,157,21,68,181,183,167,23,183
Turkey,7322,Adjustment and collection services,54,43,18,3,45,3,14,54,54,42,3,54
Turkey,7323,Credit reporting services,29,23,8,3,25,4,8,29,29,23,4,29
Turkey,7331,Direct mail advertising services,36,28,12,0,28,3,9,35,36,32,3,36
Turkey,7334,Photocopying and duplicating services,125,96,60,11,106,10,37,125,125,111,8,125
Turkey,7335,Commercial photography,1007,429,67,44,467,34,157,1001,1006,895,37,1002
Turkey,7336,Commercial art and graphic design,219,152,91,9,160,11,56,213,219,199,12,219
Turkey,7338,Secretarial and court reporting,20,11,3,1,12,1,2,19,20,19,2,20
Turkey,7342,Disinfecting and pest control services,138,107,59,10,116,9,40,138,138,114,11,136
Turkey,7349,"Building maintenance services, nec",26545,7529,1036,1382,8802,278,1290,26528,26543,23610,479,26446
Turkey,7352,Medical equipment rental,18,13,6,2,15,2,4,18,18,15,1,18
Turkey,7353,Heavy construction equipment rental,10127,1952,307,393,2314,102,390,10124,10127,9546,77,10108
Turkey,7359,"Equipment rental and leasing, nec",227,183,117,25,205,41,83,226,226,224,39,226
Turkey,7361,Employment agencies,90,81,37,4,85,9,31,88,90,82,21,90
Turkey,7363,Help supply services,121,94,47,11,105,7,33,119,121,106,9,121
Turkey,7371,Custom computer programming services,15445,4731,1457,1753,6357,805,2701,15304,15444,14819,665,15440
Turkey,7372,Prepackaged software,220,167,111,39,203,25,80,189,220,183,28,220
Turkey,7373,Computer integrated systems design,1937,1051,542,142,1164,186,536,1883,1937,1891,116,1936
Turkey,7374,Data processing and preparation,12954,4670,791,635,5196,452,1891,12816,12954,11950,281,12934
Turkey,7375,Information retrieval services,16747,4231,553,1074,5159,528,2181,16709,16747,16354,223,16740
Turkey,7376,Computer facilities management,33,25,17,5,30,3,7,32,33,32,3,33
Turkey,7377,Computer rental and leasing,8,7,5,0,7,3,4,8,8,8,3,8
Turkey,7378,Computer maintenance and repair,169,149,121,15,161,28,90,168,169,165,26,169
Turkey,7379,"Computer related services, nec",2608,1655,722,491,2098,230,771,2513,2605,2275,313,2605
Turkey,7381,Detective and armored car services,246,213,108,22,230,21,64,246,246,210,35,243
Turkey,7382,Security systems services,6991,2718,572,348,3013,293,994,6961,6991,6562,164,6983
Turkey,7383,News syndicates,157,114,34,7,118,9,35,154,157,152,9,157
Turkey,7384,Photofinish laboratories,119,96,32,8,102,12,30,119,119,100,2,117
Turkey,7389,"Business services, nec",17149,8949,4053,911,9709,927,3167,16125,17139,16138,1148,17126
Turkey,7513,"Truck rental and leasing, no drivers",44,37,16,6,41,6,11,44,44,38,4,44
Turkey,7514,Passenger car rental,2860,1206,458,175,1359,142,472,2857,2859,2700,233,2859
Turkey,7515,Passenger car leasing,20,12,7,2,14,4,6,20,20,20,5,20
Turkey,7519,Utility trailer rental,7,7,5,1,7,1,3,7,7,7,0,7
Turkey,7521,Automobile parking,781,259,68,40,297,20,66,781,781,739,32,781
Turkey,7532,Top and body repair and paint shops,58,54,24,3,54,6,18,58,58,42,5,58
Turkey,7533,Auto exhaust system repair shops,8,8,2,0,8,1,2,8,8,8,1,8
Turkey,7534,Tire retreading and repair shops,197,159,86,17,174,26,69,197,196,192,6,196
Turkey,7536,Automotive glass replacement shops,4,2,2,0,2,0,1,4,4,4,2,4
Turkey,7537,Automotive transmission repair shops,4,4,3,0,4,2,3,4,4,4,0,4
Turkey,7538,General automotive repair shops,433,241,143,24,258,27,116,433,432,410,27,432
Turkey,7539,"Automotive repair shops, nec",1782,1319,629,132,1425,163,588,1780,1782,1619,117,1775
Turkey,7542,Carwashes,100,52,22,8,60,7,14,100,100,86,0,100
Turkey,7549,"Automotive services, nec",1180,899,461,85,957,111,392,1174,1179,1090,138,1178
Turkey,7622,Radio and television repair,50,42,25,7,48,10,20,50,50,49,2,50
Turkey,7623,Refrigeration service and repair,237,206,107,15,218,21,75,237,237,226,5,236
Turkey,7629,Electrical repair shops,1190,794,313,63,842,83,282,1182,1190,1073,64,1190
Turkey,7631,"Watch, clock, and jewelry repair",12,11,6,1,11,1,5,12,12,11,3,12
Turkey,7641,Reupholstery and furniture repair,24,23,14,1,24,1,12,23,24,22,3,24
Turkey,7692,Welding repair,97,82,32,2,84,7,18,96,97,78,3,97
Turkey,7694,Armature rewinding shops,33,30,15,3,32,5,15,33,33,33,3,33
Turkey,7699,"Repair services, nec",2268,1713,952,161,1849,250,751,2253,2267,2205,190,2267
Turkey,7812,Motion picture and video production,509,373,148,32,403,34,118,506,508,481,38,508
Turkey,7819,Services allied to motion pictures,5839,4668,2358,75,4713,192,914,5837,5839,5693,77,5839
Turkey,7822,Motion picture and tape distribution,16,11,10,1,12,4,7,16,16,15,3,15
Turkey,7829,Motion picture distribution services,770,367,101,20,382,30,101,770,770,747,8,770
Turkey,7832,"Motion picture theaters, except drive-in",33,25,15,3,28,7,15,31,33,30,21,33
Turkey,7833,Drive-in motion picture theaters,20,13,1,1,14,1,2,20,20,17,3,20
Turkey,7911,"Dance studios, schools, and halls",91,65,18,6,70,1,13,86,91,87,4,90
Turkey,7922,Theatrical producers and services,150,112,51,13,123,13,48,149,150,148,17,149
Turkey,7929,Entertainers and entertainment groups,161,114,53,14,126,28,47,159,161,156,14,161
Turkey,7933,Bowling centers,77,58,24,4,60,5,10,77,77,58,5,77
Turkey,7941,"Sports clubs, managers, and promoters",554,126,56,41,164,19,92,546,554,541,34,554
Turkey,7948,"Racing, including track operation",13,10,6,1,10,3,4,13,13,13,2,13
Turkey,7991,Physical fitness facilities,125,92,21,8,100,4,29,123,125,116,12,125
Turkey,7992,Public golf courses,4,3,1,0,3,1,2,4,4,4,3,4
Turkey,7993,Coin-operated amusement devices,20,15,4,4,19,0,3,20,20,14,4,20
Turkey,7996,Amusement parks,1362,351,54,53,399,28,114,1361,1362,1283,56,1361
Turkey,7997,Membership sports and recreation clubs,554,221,47,36,255,16,73,550,554,491,10,552
Turkey,7999,"Amusement and recreation, nec",1557,955,393,84,1026,106,308,1539,1555,1383,215,1554
Turkey,8011,Offices and clinics of medical doctors,4072,2134,462,270,2358,148,599,4034,4071,3436,162,4066
Turkey,8021,Offices and clinics of dentists,912,708,149,71,762,61,217,883,912,770,62,912
Turkey,8031,Offices and clinics of osteopathic physicians,119,83,19,10,88,3,16,119,119,89,6,119
Turkey,8041,Offices and clinics of chiropractors,4,4,3,0,4,1,2,2,4,2,3,4
Turkey,8042,Offices and clinics of optometrists,365,333,63,20,351,8,46,362,365,317,50,365
Turkey,8049,Offices of health practitioner,168,143,9,9,150,2,11,168,168,26,7,168
Turkey,8051,Skilled nursing care facilities,1,1,0,0,1,0,0,1,1,1,0,1
Turkey,8052,Intermediate care facilities,5,5,3,0,5,0,0,5,5,5,0,5
Turkey,8059,"Nursing and personal care, nec",46,35,6,4,39,4,10,46,46,41,6,46
Turkey,8062,General medical and surgical hospitals,5886,4901,2028,133,4981,353,1487,5418,5885,5027,365,5882
Turkey,8063,Psychiatric hospitals,3436,2840,1034,35,2851,90,478,3431,3436,3233,42,3436
Turkey,8069,"Specialty hospitals, except psychiatric",3478,2880,1067,37,2892,102,503,3468,3477,3273,51,3477
Turkey,8071,Medical laboratories,137,107,68,9,114,12,46,128,136,128,22,136
Turkey,8072,Dental laboratories,1612,467,27,114,566,95,381,1609,1612,1598,8,1612
Turkey,8082,Home health care services,15,13,5,0,13,0,3,14,15,15,3,15
Turkey,8092,Kidney dialysis centers,250,197,136,23,216,37,81,248,249,214,66,249
Turkey,8093,"Specialty outpatient clinics, nec",27,16,8,6,22,4,9,27,26,26,5,26
Turkey,8099,"Health and allied services, nec",1058,647,226,37,677,52,213,1005,1057,922,80,1055
Turkey,8111,Legal services,661,550,225,33,576,38,123,567,661,592,28,660
Turkey,8211,Elementary and secondary schools,2781,2286,1049,77,2335,140,678,2728,2781,2594,271,2778
Turkey,8221,Colleges and universities,478,448,261,8,452,151,317,260,478,359,77,478
Turkey,8222,Junior colleges,12,11,5,1,12,3,6,10,12,10,0,12
Turkey,8231,Libraries,25,18,10,2,19,5,15,15,25,21,3,25
Turkey,8243,Data processing schools,486,379,94,31,408,15,85,484,486,336,30,483
Turkey,8244,Business and secretarial schools,1,1,1,0,1,0,1,0,1,0,0,1
Turkey,8249,"Vocational schools, nec",240,177,43,17,191,14,57,235,240,206,24,239
Turkey,8299,"Schools and educational services, nec",29561,9404,1408,1463,10693,822,3439,29354,29560,27926,742,29521
Turkey,8322,Individual and family services,211,162,88,37,197,25,75,116,211,158,28,210
Turkey,8331,Job training and related services,372,334,104,24,353,14,53,365,371,320,39,371
Turkey,8351,Child day care services,40,27,4,2,28,0,2,40,40,30,4,39
